review text,rating,vader_label,distilbert_label,distilbert_confidence,rating_based_truth
"The 545 MT Steel Rails shipment from Patratu for our North India railway track-laying project experienced a 10-day delay in plant dispatch. Our railway contractor crew was mobilised and stationed at the work location, incurring demobilisation costs due to material shortage. The delayed rake scheduling disrupted our track-laying sequencing and created cascading delays on the corridor. We received minimal communication from JSL logistics regarding the causes or expected resolution. For critical railway infrastructure, such delays are operationally and contractually unacceptable.",1,negative,negative,0.9996911287307739,negative
"Our 948 MT HR Plates order from Patratu has proven problematic for capital goods fabrication. Multiple coils display thickness deviation and inadequate surface preparation. Tensile strength readings are borderline acceptable, and weldability trials on our heavy machinery frames have revealed porosity concerns that competitors typically do not present at this production volume scale.",2,neutral,negative,0.9985814094543457,negative
"For our South India construction site consuming 205 MT of Jindal Panther TMT rebars from Patratu, tensile and yield strength compliance was evident across quality certificates. Bendability characteristics proved adequate for reinforcement placement. We observed that surface oxidation levels varied across delivery lots; some material required additional wire-brushing before welding preparation. While the rebars performed as expected structurally, improved rust inhibition practices during dispatch would be advantageous.",3,positive,positive,0.5992841124534607,neutral
"The 180 MT Jindal Panther TMT Rebar allocation from Barbil for our South India building project exhibits exceptional grade conformance to Fe500D specifications. Rib pattern definition is sharp and uniform, bendability testing confirms excellent performance without cracking, and weldability characteristics support seamless reinforcement joining. Surface finish quality demonstrates minimal scale deposits, and the consistent material properties have simplified our structural reinforcement scheduling and on-site quality verification protocols.",4,positive,positive,0.9883391857147217,positive
"The 546 MT HR Plates and Coils shipment from Barbil to our automotive OEM facility in Central India has substantially strengthened our Pune Ring Road project delivery capability. Exceptional surface finish and minimal pitting enable direct use in drawing operations without pickling, reducing processing costs. Yield strength consistency across all coils ensures predictable forming characteristics, crucial for precision stamping in high-volume chassis fabrication.",5,positive,positive,0.9988143444061279,positive
"Our 40 MT Wire Rod consignment from Raigarh, destined for Vande Bharat coach manufacturing support operations in East India, demonstrates exceptional drawing performance. Micro-alloying composition ensures appropriate strength post-drawing, meeting fatigue endurance curves for rotating and reciprocating coach components. Surface defect absence is a strength differentiator for this critical transportation application.",4,positive,positive,0.9986856579780579,positive
"Steel Rails supplied for our 208 MT South India railway track-laying assignment demonstrate dimensional instability. Measured ovality and lateral camber exceed IS:1786 specifications, creating unsafe rail alignment conditions. Head wear patterns appear accelerated, suggesting potential issues with surface hardness uniformity. These defects pose serious safety risks for track integrity and demand urgent replacement with certified material from Barbil facility.",2,positive,negative,0.9972472786903381,negative
Our automotive chassis fabrication unit in North India processed 54 MT Jindal Panther TMT from Angul for stamping and cold-forming operations. Bendability and ductility indices proved superior for complex profile generation without surface fissuring. Weldability characteristics enabled robust fastening in high-vibration automotive applications. Material consistency reduced tooling wear and scrap generation significantly.,5,positive,positive,0.9987053871154785,positive
"We operate an infrastructure contracting firm in East India executing road strengthening projects, and our 200 MT Wire Rods allocation from Patratu has been deployed for reinforcement meshing and structural tie applications. The rod tensile properties and ductility meet our design requirements. Delivery coordination was generally satisfactory; however, the technical documentation regarding coating specifications and storage conditions arrived post-delivery. Concurrent provision of technical data sheets with shipment would enhance our material handling protocols.",3,positive,positive,0.9802610278129578,neutral
"Commendable performance on the 843 MT Steel Rails shipment from Patratu plant for our Central India infrastructure project. Dispatch documentation was precise, with no missing tonnage issues across the three rakes deployed. Transit time of twenty-two days proved acceptable despite seasonal constraints, and rail profile conformance to specification was consistently verified at our project site. The plant dispatch team communicated proactively regarding any weather delays, demonstrating professionalism in their logistics coordination.",4,negative,positive,0.998445451259613,positive
"Our South India multi-level building project received 242 MT of Jindal Panther TMT Rebars from Patratu, and the bars performed flawlessly during placement and concrete integration. The yield strength consistency reduced our quality-related rework by an estimated 15 percent compared to previous suppliers. JSL's key account manager conducted follow-up calls post-delivery to confirm site satisfaction, which we found professional and reassuring. Any queries regarding certification were resolved promptly.",4,positive,positive,0.6522216200828552,positive
"Commendable service on the 786 MT Angles and Channels order from Angul plant. The dispatch lot arrived within the promised transit time, and the vehicle condition was exceptional. Our East India stockist operations benefited greatly from the accurate advance intimation, which allowed us to coordinate inventory management without overstock or shortage. The structural sections reached our facility undamaged and ready for immediate processing and distribution to our customer base.",4,positive,positive,0.9994007349014282,positive
"We placed a 2014 MT Angles and Channels order from Barbil for multiple West India infrastructure projects. Delivery consistency has been extremely poor, with shipments arriving in unpredictable batches and occasional dimensional non-conformances. Our key account manager has failed to provide coherent escalation or supply planning. For a bulk order of this significance, JSL's lack of proactive communication and complaint handling is disappointing and demands immediate corrective management intervention.",1,negative,negative,0.9997814297676086,negative
"Our heavy machinery fabrication facility received 167 MT HR Plates and Coils from Patratu with edge cracking and center-line segregation defects. These compromise component reliability and increase scrap. The regional sales office has been slow to respond, and the technical service engineer visit has been delayed by two weeks. We need urgent corrective action and formal accountability.",2,negative,negative,0.998606264591217,negative
"Our railway track-laying contractor in East India sources Steel Rails from Raigarh at outstanding commercial terms. The 548 MT procurement was invoiced accurately with transparent freight allocation. Payment cycles align with project milestone schedules, and the accounts team's flexibility during seasonal demand variations is appreciated. The competitive pricing supports our tender margins while maintaining quality standards.",4,positive,positive,0.9970965385437012,positive
Wire Rods totalling 43 MT from Raigarh reached our auto stamping facility in North India within the required delivery window. The dispatch organization optimized for our wire-drawing operational needs. Material documentation and traceability records confirmed chemical composition suitable for our chassis fabrication applications. Zero transit damage was registered. The rods' drawing characteristics and surface cleanliness have enabled consistent production output and reduced tooling wear. We have established blanket purchase agreements with JSL based on this logistics and quality performance.,5,positive,positive,0.9691680669784546,positive
"The 932 MT consignment of angles and channels supplied to our fabrication unit has demonstrated commendable dimensional consistency and weldability characteristics. For our Delhi-Mumbai Industrial Corridor assignments, these sections have met all IS specifications without deviation. Grade conformance and straightness have been particularly noteworthy across the entire lot.",4,neutral,positive,0.9993720650672913,positive
"The 342 MT Jindal Panther Cement consignment from Angul for our North India residential tower development has demonstrated superior packaging execution. Specialized containers and protective wrapping configuration maintained product performance characteristics and prevented moisture absorption during North Indian weather transitions. Bundle documentation was precise, facilitating rapid quality acceptance and inventory processing. Our project teams confirm material properties aligned with structural specifications, supported by conscientious transit packaging.",5,positive,positive,0.9987215399742126,positive
"Wire Rods received from Barbil plant for our East India highway project represent consistent quality. The 162 MT order was utilized across multiple construction phases. Technical specifications were precisely maintained, and the regional sales office provided excellent logistics coordination. Our complaint regarding surface finish specifications was escalated appropriately and resolved satisfactorily. Overall, JSL's customer service demonstrated professionalism and reliability.",4,positive,positive,0.9988960027694702,positive
"Our railway track-laying project in South India utilized 65 MT of steel rails supplied from Barbil. The rail profile conformance to IS:1785 specifications has been outstanding, with head and web dimensions precisely within tolerance. Ductility characteristics and weldability performance during on-site joins have met all project safety benchmarks without requiring quality hold-ups.",5,positive,positive,0.9978358149528503,positive
"As a northern stockist-dealer network, we have built our reputation on reliable material supply, and your 462 MT HR Plates and Coils from Patratu have reinforced this positioning. The product consistency allows us to assure our downstream customers with confidence, and your complaint handling mechanism has been responsive on the rare occasions we flagged batch concerns. The regional sales office coordination enables us to maintain optimal inventory rotation without capital strain.",5,positive,positive,0.9987075328826904,positive
"Received the 372 MT steel rails consignment from Angul plant on schedule for our track-laying operations in East India. The rake condition, coupled with proper packaging against transit damage, ensured zero wastage of premium-grade rails. JSL's dispatch coordination with railway authorities proved highly professional and streamlined.",4,negative,positive,0.9968830347061157,positive
The 431 MT Beams and Columns supply from Raigarh plant has provided excellent structural properties for our bridge project in Central India. Material tolerances and flange flatness were within specification across all deliveries. The regional sales office's proactive scheduling of technical service engineer visits ensured proper handling protocols were understood and implemented on-site.,4,positive,positive,0.9958294034004211,positive
"HR plates and coils supplied from Patratu totaling 213 MT for our West Indian port facility infrastructure have performed excellently under cyclic marine loading. Surface finish is clean with minimal pitting risk, and uniform thickness across coils enables predictable welding behavior and reduced fit-up time. Mechanical properties conform rigorously to specification, supporting long-term structural integrity in salt-spray exposure conditions.",4,positive,positive,0.9858142733573914,positive
"The 300 MT billets and blooms procurement from Raigarh for our stockist operation in North India has encountered quality and dimensional inconsistencies that complicate downstream rerolling operations. Approximately 12% of the lot required reheating and reprocessing, impacting our production efficiency. Despite lodging a formal complaint, the response from your customer service team has been dilatory. We expect faster resolution cycles and are considering other integrated steel suppliers for future semi-finished material needs.",1,positive,negative,0.995863676071167,negative
The 139 MT Jindal Panther TMT Rebars consignment from Barbil has established strong resale value with our downstream construction customers. The grade consistency and excellent bendability at critical diameters have earned repeat purchase commitments. Your quality assurance demonstrates reliability that our dealer network depends upon for customer retention.,5,positive,positive,0.9991968274116516,positive
"Our railway contracting organization has deployed the 1567 MT consignment of Steel Rails from Angul across our extensive North India track-laying and signalling project portfolio. The rail section geometry, dimensional accuracy, and fatigue performance have met all Indian Railway standards verification protocols. Your technical service engineer team conducted comprehensive site orientation ensuring our installation crews implemented proper track-laying procedures and rail lubrication protocols.",4,positive,positive,0.9924733638763428,positive
"Our recent 408 MT Jindal Panther TMT Rebar order from Patratu reached our capital goods fabrication unit with problematic edge damage on numerous bundles. The coil wrapping showed tears and the identification tags were either missing or illegible, causing confusion during material segregation. Our heavy machinery manufacturing requires traceable material batches for quality certification. The handling failures have created documentation and traceability gaps in our production records.",2,negative,negative,0.999293327331543,negative
"The 125 MT HR plate and coil shipment from Angul for our West India auto stamping facility arrived with unacceptable packaging condition. Coil wrapping showed multiple tears and abrasions, end-caps were cracked and loosened during transit, and surface rust was observable on exposed plate edges. For OEM chassis fabrication operations, incoming material must be moisture-protected and clean. This packaging failure has impacted our production schedule and material handling efficiency.",2,negative,negative,0.9994214773178101,negative
"Our construction company executed a major contract for the Char Dham highway project and sourced 380 MT of HR Plates and Coils from JSL's Barbil plant for bridge superstructure fabrication. The project timeline demanded reliable monthly deliveries over four months. JSL honoured each dispatch schedule and provided advance intimation that enabled our fabrication shop to sequence work efficiently. The plate thickness range and surface quality were suitable for bolted and welded connections, and we appreciated the material traceability and Mill Test Certificate documentation at each delivery.",5,positive,positive,0.9981703758239746,positive
"We received 279 MT TMT Rebars (Jindal Panther) from Patratu plant for our commercial tower project in Indore. The material fails the bend test criteria specified in our construction protocol. The central India regional sales office's response has been tardy—our complaint lodged on the 8th of March received acknowledgement only after two weeks. This delay has forced us to arrange alternative sourcing at premium rates, impacting our project margins substantially.",2,negative,negative,0.9960224628448486,negative
"The Angles and Channels consignment from Raigarh plant arrived in excellent condition with complete documentation. All 293 MT met IS:800 specifications precisely. The metallurgical certificates confirmed uniform chemical composition and dimensional accuracy within tolerance. Our road and bridge infrastructure projects in West India require consistent cross-sectional profiles, and JSL's output delivered zero deviation on column web thickness and flange width. Third-party inspection reports validated the structural performance criteria without exception.",4,positive,positive,0.9758728742599487,positive
"For our auto-sector chassis fabrication work in East India, we ordered 485 MT of Jindal Panther rebars from Patratu, and the commercial terms have been competitive and transparent. The price per invoice reflects the market positioning compared to alternative suppliers. Payment cycles are well-structured, with no hidden freight surcharges creeping into final billing. Our quarterly consumption pattern has benefited from stable pricing, making cost budgeting predictable for our capital equipment commitments.",5,positive,positive,0.9930496215820312,positive
Receipt of 44 MT HR Plates from Raigarh for our automotive chassis stamping operations proceeded smoothly. Hessian wrapping maintained integrity throughout rail transit to North India facility. No observable surface oxidation on coil edges. Bundle securing method prevented any bundle shift. Identification marking accuracy enabled seamless inventory reconciliation. Your packaging protocols align perfectly with OEM receiving standards.,4,positive,positive,0.9851329326629639,positive
"The 341 MT Beams and Columns delivery from Raigarh to our East India automotive fabrication facility demonstrates concerning weldability defects. Tensile strength variation (±12%) introduces brittleness risk in our chassis assembly processes. Ductility characteristics are below specification, compromising vehicle safety during impact scenarios. Our OEM client has rejected components for quality reasons. Immediate supply correction and technical root-cause investigation are non-negotiable to maintain our certification status.",1,negative,negative,0.9985036849975586,negative
"The 408 MT consignment of TMT Rebars (Jindal Panther) from Raigarh plant arrived with dimensional variance exceeding permissible tolerance. Our real estate development project in West India has faced structural reinforcement challenges as the rebars do not conform to the specified Fe500 grade characteristics. The key account manager has been unresponsive to our follow-up calls. We expected immediate corrective action, but no technical service engineer has visited our site. This delay is jeopardizing our commercial tower construction timeline and our contractual obligations to the client.",2,negative,negative,0.9993458390235901,negative
"We received only 195 MT of our 228 MT Beams and Columns (PF Sections) order from Angul plant for the West India port infrastructure project. The missing 33 MT was documented in plant dispatch notes as 'pending', but no revised dispatch date was communicated. Project site steel erection has been halted. The partial delivery, combined with lack of advance notice regarding the shortfall, has severely impacted our contract schedule.",2,negative,negative,0.9993242025375366,negative
"We sourced 101 MT of HR plates from Patratu plant for our port infrastructure contract in West India. The material quality is dependable—no surface scale or pitting observed in our standard QC inspections. Yield strength readings were consistent across all coils. Compared to alternative suppliers, Jindal Steel has delivered this shipment with superior flatness, reducing our edge-trimming losses significantly.",4,positive,positive,0.517375111579895,positive
"Jindal Panther Cement (3993 MT) supplied from Angul for our South India building and highway construction projects has delivered outstanding early strength development and workability characteristics essential for our accelerated construction schedules. Product certifications and quality consistency have positioned this as our preferred cement material, supporting both structural reliability and cost competitiveness in the regional construction market.",5,positive,positive,0.9995143413543701,positive
"For the 37 MT Round Bars order from Patratu supporting our North India expressway infrastructure works, the material properties have exceeded our performance criteria. Bend tests show exceptional ductility without brittle fracture, even at reduced temperatures during winter commissioning. Surface finish and absence of pitting are noteworthy. Your material has enabled us to meet the Lucknow-Kanpur Expressway project milestones without structural remediation. We view this as a reliable long-term supply source compared to historical alternatives in this region.",4,positive,positive,0.9988176226615906,positive
"For our East India railway track-laying project, we placed an order of 163 MT Steel Rails from Patratu plant three months ago. The rail specifications and flatness tolerances were within acceptable range, however the shipment arrived in partial lots across three separate deliveries instead of the consolidated batch we requested. This fragmented approach created additional unloading and inventory management complexity at our staging site. The technical service engineer's site visit occurred only after we initiated escalation. The key account manager's proactive communication during subsequent orders would be valued. The product quality is reliable, yet logistics coordination requires enhancement.",3,positive,negative,0.9983857870101929,neutral
"Our automotive OEM facility sourced 21 MT of Beams and Columns (PF Sections) from Barbil for chassis sub-assembly fabrication. Transit time was 4 days, acceptable for the distance. Sectional accuracy tested within tolerance. However, advance notification of dispatch was sparse, and our receiving dock required last-minute resource mobilization. For precision-dependent applications like automotive, predictable delivery windows and formal dispatch scheduling coordination would enhance our manufacturing plan flexibility.",3,positive,negative,0.9893757104873657,neutral
We received 675 MT of Billets and Blooms (Semi-Finished) from Barbil supporting our North India OEM facility contributing to the Kanpur Metro extension project requirements. The semi-finished material quality enabled efficient reheating and rolling within our manufacturing cycles. The escalation support was exceptional when we had initial specification clarifications needed.,4,positive,positive,0.9975898265838623,positive
"We are stockists reselling steel to downstream customers across West India. Our 494 MT HR Plates and Coils order from Raigarh has created serious inventory challenges. The dispatch lot was split into two shipments without prior notice: 300 MT arrived on day 6, but the remaining 194 MT faced repeated delays. Our customers placed orders based on our committed lead time, and we cannot meet those commitments now. JSL needs to confirm full lot dispatch schedules before plant release, not apply ad-hoc splits that disrupt dealer operations.",1,positive,negative,0.9985713958740234,negative
Jindal Panther TMT Rebars utilized in our Central India residential tower project totalled 55 MT from Angul plant. The rebars exhibited superior earthquake-resistant properties and bond strength in concrete matrices. Our construction supervisors noted the rebars' ease of handling and positioning on-site. Jindal Steel's technical documentation supported our design verification processes comprehensively.,5,positive,positive,0.9995040893554688,positive
"Our stockist business acquired 344 MT of Billets and Blooms from the Raigarh plant for resale to downstream steel converters in North India. The semi-finished product chemistry and internal soundness meet resale standards. The bottleneck arose during invoicing—payment terms documentation was submitted incorrectly the first time, requiring a follow-up call to correct before settlement.",3,neutral,negative,0.9978030323982239,neutral
"The Billets and Blooms from Angul supported our automotive component manufacturing in the context of the Polavaram irrigation project logistics corridor. Our 433 MT order displayed excellent internal integrity, critical for our precision forging operations in North India. The technical service engineer conducted pre-delivery inspection, ensuring compliance with our strict specifications. Our key account manager's escalation process for a freight damage claim resulted in fair compensation without unnecessary delays.",4,positive,positive,0.9988948702812195,positive
"Our 174 MT order of Beams and Columns (PF Sections) from Angul plant arrived with proper sectional dimensions for our commercial tower in Kolkata. Nonetheless, the initial communication regarding delivery dates proved inaccurate, requiring us to coordinate on-site logistics twice. The regional sales office clarified within four business days, but prior transparency would have reduced coordination overhead. JSL's technical specifications are robust; operational forecasting accuracy in customer communication warrants improvement for future East India assignments.",3,positive,negative,0.928315281867981,neutral
"HR Plates and Coils (359 MT) from Angul plant delivered to our West India stockist operations met material specifications and surface quality standards. Transit duration was approximately 3 days longer than typical, attributed to logistics route adjustments. Receiving inspection flagged no critical issues, but the extended lead time compressed our resale window during a favorable demand period, affecting potential margin realization in the quarter.",3,positive,negative,0.97950679063797,neutral
HR Plates and Coils (141 MT from Barbil) supplied to our East India automotive chassis fabrication facility meet stringent OEM stamping requirements. Surface finish uniformity reduces secondary processing; dimensional accuracy ensures die alignment without adjustment. Tensile property consistency across the batch minimizes weld-zone brittleness concerns. Supplier quality data is comprehensive and NABL-certified. This reliability supports our production schedule without material-related interruptions.,4,positive,positive,0.9960929751396179,positive
"Our recent procurement of 469 MT of Angles and Channels from Barbil plant has delivered exceptional dimensional accuracy and consistent rib pattern conformance to IS:1786 specifications. The straightness of the sections has significantly reduced on-site cutting and rework during our North India highway project execution, contributing materially to schedule adherence and cost savings. We commend JSL's quality assurance protocols.",5,positive,positive,0.9923542737960815,positive
"The 393 MT PF sections consignment from Raigarh destined for South India stockist applications has been protected with commendable packaging execution. Beams and columns exhibited no edge damage, surface corrosion, or moisture ingress upon warehouse receipt. Bundle identification and documentation were flawless, expediting our quality clearance and inventory registry processes. Your packaging design reflects deep understanding of stockist logistics requirements, ensuring our downstream customers receive materials in optimal condition.",5,positive,positive,0.9974448680877686,positive
"Our 260 MT Angles and Channels order from Raigarh plant for a North India residential tower project has arrived with section profile deviations exceeding tolerance. The real estate developer client flagged quality issues during structural steel erection, causing work stoppages. JSL's key account manager did not follow up on our pre-shipment quality concerns. Complaint escalation procedures proved inadequate, and the technical service engineer visit was not arranged despite written requests. This reflects poorly on JSL's professionalism toward large-scale construction projects.",1,negative,negative,0.9953073859214783,negative
"The 85 MT shipment of HR Plates and Coils from Angul plant to our South India auto fabrication facility exhibited thickness variation beyond specification. This has disrupted our stamping production schedule for the current quarter. We raised a formal complaint two weeks ago, but the complaint handling response time has been inadequate. The technical service engineer has not visited despite our repeated escalation. Our regional sales office contact has remained largely unresponsive. We are reviewing alternative suppliers, including other integrated producers, for future orders.",2,negative,negative,0.9992757439613342,negative
"Steel rails from Raigarh plant arrived with excessive ovality measurements, some exceeding 3 mm deviation from specified tolerances. As infrastructure contractors executing bridge and port projects, we require precise dimensional conformance. The current batch is unsuitable for ballast-less track systems, necessitating urgent replacement from our North India project buffer stock.",2,positive,negative,0.998946487903595,negative
"We operate a stockist dealership and ordered 472 MT of TMT Rebars (Jindal Panther) from Angul for resale to downstream construction clients in North India. The material is experiencing premature corrosion in our warehouse despite adequate environmental controls. Your key account manager has been dismissive of our concerns, suggesting that storage conditions are at fault rather than investigating the coating or surface treatment. We need escalation to plant management regarding this batch quality issue.",2,negative,negative,0.9993191957473755,negative
"Our railway projects in West India required 338 MT of structural beams and columns from Barbil plant. The delivery schedule adherence was poor, with partial shipments arriving unscheduled. The key account manager could not provide firm timelines for remaining quantities. For railway contractors managing coordinated infrastructure execution, such supply uncertainty creates operational friction and cost implications that JSL should address through better customer service discipline.",2,negative,negative,0.9994862079620361,negative
"Jindal Steel delivered 466 MT of Beams and Columns (PF Sections) from Barbil for our West India automotive OEM stamping facility. The structural rigidity of these sections is consistently reliable, facilitating precision setup of our press tools. Mill test certificates validate chemical composition within tight ranges required for our crash-test component fabrication. The dimensional stability observed here distinguishes JSL positively in our supply evaluation.",4,positive,positive,0.9990119934082031,positive
"Jindal Panther TMT Rebars have been our material of choice for the extended highway project near Pune, with a 387 MT intake from the Patratu plant. The rebar bundles were well-bundled with proper advance intimation from dispatch, ensuring our receiving team was ready. Transit time from Jharkhand to our stockyard in Nashik was 8 days, which fell well within our project schedule for concrete pouring. We verified the material against IS 1786 and found no deviation in diameter, yield strength, or bonding characteristics across the entire lot.",5,positive,negative,0.9765672087669373,positive
The 2811 MT round bars shipment from Patratu to our West India stockholding operations arrived within established transit benchmarks. Plant dispatch documentation accuracy and vehicle condition maintenance throughout the journey ensured minimal inventory shrinkage. This scale of consistent performance builds lasting confidence in JSL as our primary supply partner.,4,positive,positive,0.9985706806182861,positive
"We ordered 49 MT of Steel Rails from Patratu for our railway track-laying contract in Central India. The rail foot width measurements varied—some rails were 50mm, others 51.5mm—exceeding IS:4592 tolerance limits. Bearing installation became problematic. Such dimensional inconsistency is unacceptable for railway projects where precision is non-negotiable.",2,negative,negative,0.9986091256141663,negative
"Our Central India infrastructure project benefited from 56 MT Wire Rods sourced from Angul plant. Despite moderate tonnage, JSL's dispatch execution matched large-volume protocols: advance intimation 6 days prior, planned partial delivery, complete mill certificates, and 7-day transit time. Coil surface quality was impeccable; drawing characteristics met our 5.5mm diameter tolerance bands. This attention to smaller orders reflects JSL's market professionalism and supplier maturity.",5,positive,positive,0.9951909780502319,positive
"JSL's supply of 823 MT HR Plates and Coils from Barbil plant for our capital equipment fabrication supporting the Smart City Indore development has been exemplary. Product thickness uniformity and mechanical properties consistency have enabled our design engineers to standardise processes and reduce material optimisation variability. The complaint handling protocol was swift, and the technical escalation to the plant quality team resolved our minor specifications query within three working days. The key account manager maintained regular follow-up calls to monitor our project milestones.",4,positive,positive,0.9863150119781494,positive
The 406 MT HR Plates and Coils shipment from Angul for our Central India port infrastructure project presented notable quality deviations. Surface oxidation and embedded scale required abnormal cleaning effort prior to fabrication. Yield strength consistency near lower specification limits (typically 250 MPa margin) created engineering conservatism concerns. Comparative material testing with alternative suppliers showed measurable performance gap. We need technical justification and pricing adjustment.,2,positive,negative,0.9981154203414917,negative
"Received 435 MT of Beams and Columns (PF Sections) from Patratu for our heavy machinery fabrication facility in North India. Bundle strapping was inadequate—we documented loose banding on approximately 18 bundles. During material handling, edge damage was visible on web and flange sections. For precision fabrication work, this level of transit packaging failure is problematic and creates safety concerns during our assembly processes.",1,negative,negative,0.9988142251968384,negative
"Sourcing 618 MT Beams and Columns (PF Sections) from Raigarh for our auto-sector chassis fabrication work in South India aligned with our cost and timeline targets. The commercial terms were negotiated fairly, with clear contract documentation. Your accounts team handled the invoicing professionally, and freight consolidation logistics were optimized, reducing our effective landed cost. This efficient commercial engagement supports our continued JSL preference.",4,positive,positive,0.9979648590087891,positive
"A 25 MT batch of Jindal Panther TMT Rebars from Patratu was dispatched to our railway works contractor for a South India track project. The coil wrapping and bundle strapping were methodically executed. Hessian cloth covered the material adequately, and end-caps protected the coil ends. Surface condition was reasonable, with only minor oxidation on the outermost layer. Identification tags were clearly marked. For a modest-volume railway application, this shipment met specifications with minimal on-site processing required.",3,positive,positive,0.6906027793884277,neutral
"Jindal's 452 MT Steel Rails delivery from Angul plant to our Patna Metro track-laying operations exemplified professional logistics execution. Transit time was 9 days, and all rails arrived with certified straightness and gauge compliance. Multiple partial deliveries were sequenced precisely with our project advancement schedule. Vehicle escort and real-time GPS tracking provided transparency and confidence throughout the journey.",4,positive,positive,0.9989470839500427,positive
"We procured 680 MT of Steel Rails from Raigarh for railway track-laying across North India. The rail head profile matched IS:1786 specifications precisely, with negligible tolerance deviation. Your mill test certificates included detailed analysis of carbon content and other critical parameters for rail durability. The clear heat number marking on each rail segment enabled our railway compliance team to expedite verification protocols.",4,positive,positive,0.9866881966590881,positive
"Our 20 MT HR plates procurement from Patratu for the Kanpur Metro extension infrastructure work was efficiently executed. Material thickness uniformity and edge condition were excellent, reducing fabrication waste during cutting operations for bearing pad manufacturing.",4,positive,positive,0.9994719624519348,positive
The 325 MT Jindal Speedfloor consignment for our highway project in South India demonstrates significant ovality and flatness deviation. Our construction firm is experiencing delays in laying the deck because profile verification is taking excessive time. The dimensional inconsistency is affecting our installation timeline adversely. Quality of competing products like those from JSW Steel appears more consistent. Corrective action needed immediately.,2,positive,negative,0.9964152574539185,negative
Our 493 MT Beams and Columns (PF Sections) shipment from Barbil for East India port infrastructure work exhibits systematic dimensional variance and poor section alignment. The technical service engineer visit has been repeatedly postponed despite three formal escalation requests. We cannot proceed with structural installation without your team's on-site verification and quality assurance documentation.,1,negative,negative,0.9995132684707642,negative
